Rodada,Data,Horário,Dia,Mandante,Visitante,Vencedor,Arena,Mandante Placar,Visitante Placar,Estado Mandante,Estado Visitante,Estado Vencedor
12,2015-07-08,19h30,Quarta-feira,Goiás,Santos,Goiás,Serra Dourada,4,1,GO,SP,GO
12,2015-07-08,21h00,Quarta-feira,Figueirense,Joinville,Joinville,Orlando Scarpelli,0,2,SC,SC,SC
12,2015-07-08,21h00,Quarta-feira,Palmeiras,Avaí,Palmeiras,Allianz Parque,3,0,SP,SC,SP
12,2015-07-08,22h00,Quarta-feira,Vasco,São Paulo,São Paulo,Mané Garrincha,0,4,RJ,SP,SP
12,2015-07-09,19h30,Quinta-feira,Corinthians,Athlético-PR,Corinthians,Arena Corinthians,2,0,SP,PR,SP
12,2015-07-09,21h00,Quinta-feira,Fluminense,Cruzeiro,Fluminense,Maracanã,1,0,RJ,MG,RJ
13,2015-07-11,21h00,Sábado,Ponte Preta,Atlético-MG,Atlético-MG,Moisés Lucarelli,0,2,SP,MG,MG
13,2015-07-11,18h30,Sábado,Grêmio,Vasco,Grêmio,Arena do Grêmio,2,0,RS,RJ,RS
13,2015-07-11,18h30,Sábado,Santos,Figueirense,Santos,Vila Belmiro,3,0,SP,SC,SP
13,2015-07-12,18h30,Domingo,Sport,Palmeiras,-,Arena Pernambuco,2,2,PE,SP,-
13,2015-07-12,18h30,Domingo,Avaí,Chapecoense,Avaí,Ressacada,2,1,SC,SC,SC
13,2015-07-12,16h00,Domingo,Flamengo,Corinthians,Corinthians,Maracanã,0,3,RJ,SP,SP
13,2015-07-12,16h00,Domingo,Cruzeiro,Goiás,Cruzeiro,Mineirão,1,0,MG,GO,MG
13,2015-07-12,16h00,Domingo,Athlético-PR,Fluminense,Fluminense,Arena da Baixada,1,2,PR,RJ,RJ
13,2015-07-12,16h00,Domingo,Joinville,Internacional,Internacional,Arena Joinville,0,2,SC,RS,RS
13,2015-07-12,11h00,Domingo,São Paulo,Coritiba,São Paulo,Morumbi,3,1,SP,PR,SP
14,2015-07-18,21h00,Sábado,Corinthians,Atlético-MG,Corinthians,Arena Corinthians,1,0,SP,MG,SP
14,2015-07-18,18h30,Sábado,Flamengo,Grêmio,Flamengo,Maracanã,1,0,RJ,RS,RJ
14,2015-07-18,18h30,Sábado,Internacional,Goiás,Internacional,Beira Rio,2,1,RS,GO,RS
14,2015-07-19,18h30,Domingo,Cruzeiro,Avaí,-,Mineirão,1,1,MG,SC,-
14,2015-07-19,16h00,Domingo,Figueirense,Coritiba,-,Orlando Scarpelli,0,0,SC,PR,-
14,2015-07-19,18h30,Domingo,Joinville,Ponte Preta,-,Arena Joinville,1,1,SC,SP,-
14,2015-07-19,11h00,Domingo,Athlético-PR,Chapecoense,Athlético-PR,Arena da Baixada,1,0,PR,SC,PR
14,2015-07-19,16h00,Domingo,Palmeiras,Santos,Palmeiras,Allianz Parque,1,0,SP,SP,SP
14,2015-07-19,16h00,Domingo,Sport,São Paulo,Sport,Arena Pernambuco,2,0,PE,SP,PE
14,2015-07-19,16h00,Domingo,Fluminense,Vasco,Vasco,Maracanã,1,2,RJ,RJ,RJ
15,2015-07-25,19h30,Sábado,Grêmio,Sport,-,Arena do Grêmio,1,1,RS,PE,-
15,2015-07-25,21h00,Sábado,Atlético-MG,Figueirense,Atlético-MG,Independência,1,0,MG,SC,MG
15,2015-07-25,18h30,Sábado,Avaí,Athlético-PR,Athlético-PR,Ressacada,1,2,SC,PR,PR
15,2015-07-26,16h00,Domingo,Coritiba,Corinthians,-,Couto Pereira,1,1,PR,SP,-
15,2015-07-26,16h00,Domingo,Ponte Preta,Internacional,-,Moisés Lucarelli,0,0,SP,RS,-
15,2015-07-26,11h00,Domingo,Chapecoense,Fluminense,Chapecoense,Arena Condá,2,1,SC,RJ,SC
15,2015-07-26,16h00,Domingo,Goiás,Flamengo,Flamengo,Serra Dourada,0,1,GO,RJ,RJ
15,2015-07-26,18h30,Domingo,Vasco,Palmeiras,Palmeiras,São Januário,1,4,RJ,SP,SP
15,2015-07-26,11h00,Domingo,Santos,Joinville,Santos,Vila Belmiro,2,0,SP,SC,SP
15,2015-07-26,16h00,Domingo,São Paulo,Cruzeiro,São Paulo,Morumbi,1,0,SP,MG,SP
16,2015-07-29,22h00,Quarta-feira,Atlético-MG,São Paulo,Atlético-MG,Independência,3,1,MG,SP,MG
16,2015-07-29,22h00,Quarta-feira,Corinthians,Vasco,Corinthians,Arena Corinthians,3,0,SP,RJ,SP
16,2015-08-01,18h30,Sábado,Fluminense,Grêmio,Fluminense,Maracanã,1,0,RJ,RS,RJ
16,2015-08-02,16h00,Domingo,Internacional,Chapecoense,-,Beira Rio,0,0,RS,SC,-
16,2015-08-02,18h30,Domingo,Sport,Cruzeiro,-,Arena Pernambuco,0,0,PE,MG,-
16,2015-08-02,11h00,Domingo,Coritiba,Goiás,-,Couto Pereira,1,1,PR,GO,-
16,2015-08-02,16h00,Domingo,Flamengo,Santos,-,Maracanã,2,2,RJ,SP,-
16,2015-08-02,11h00,Domingo,Palmeiras,Athlético-PR,Athlético-PR,Allianz Parque,0,1,SP,PR,PR
16,2015-08-02,16h00,Domingo,Figueirense,Ponte Preta,Figueirense,Orlando Scarpelli,3,1,SC,SP,SC
16,2015-08-02,16h00,Domingo,Joinville,Avaí,Joinville,Arena Joinville,2,0,SC,SC,SC
17,2015-08-08,18h30,Sábado,Avaí,Fluminense,Avaí,Ressacada,1,0,SC,RJ,SC
17,2015-08-08,21h00,Sábado,Santos,Coritiba,Santos,Vila Belmiro,3,0,SP,PR,SP
17,2015-08-09,16h00,Domingo,Goiás,Atlético-MG,-,Serra Dourada,0,0,GO,MG,-
17,2015-08-09,16h00,Domingo,São Paulo,Corinthians,-,Morumbi,1,1,SP,SP,-
17,2015-08-09,18h30,Domingo,Chapecoense,Figueirense,-,Arena Condá,2,2,SC,SC,-
17,2015-08-09,11h00,Domingo,Vasco,Joinville,-,Maracanã,0,0,RJ,SC,-
17,2015-08-09,11h00,Domingo,Athlético-PR,Sport,-,Arena da Baixada,1,1,PR,PE,-
17,2015-08-09,16h00,Domingo,Cruzeiro,Palmeiras,Cruzeiro,Mineirão,2,1,MG,SP,MG
17,2015-08-09,18h30,Domingo,Grêmio,Internacional,Grêmio,Arena do Grêmio,5,0,RS,RS,RS
17,2015-08-09,16h00,Domingo,Ponte Preta,Flamengo,Ponte Preta,Moisés Lucarelli,1,0,SP,RJ,SP
18,2015-08-12,21h00,Quarta-feira,Goiás,Chapecoense,-,Serra Dourada,0,0,GO,SC,-
18,2015-08-12,22h00,Quarta-feira,Corinthians,Sport,Corinthians,Arena Corinthians,4,3,SP,PE,SP
18,2015-08-12,19h30,Quarta-feira,Coritiba,Palmeiras,Coritiba,Couto Pereira,2,1,PR,SP,PR
18,2015-08-12,19h30,Quarta-feira,Flamengo,Athlético-PR,Flamengo,Maracanã,3,2,RJ,PR,RJ
18,2015-08-12,22h00,Quarta-feira,Internacional,Fluminense,Internacional,Beira Rio,1,0,RS,RJ,RS
18,2015-08-12,21h00,Quarta-feira,Santos,Vasco,Santos,Vila Belmiro,1,0,SP,RJ,SP
18,2015-08-12,22h00,Quarta-feira,Figueirense,São Paulo,São Paulo,Orlando Scarpelli,0,2,SC,SP,SP
18,2015-08-13,21h00,Quinta-feira,Atlético-MG,Grêmio,Grêmio,Mineirão,0,2,MG,RS,RS
18,2015-08-13,21h00,Quinta-feira,Joinville,Cruzeiro,Joinville,Arena Joinville,3,0,SC,MG,SC
18,2015-08-13,19h30,Quinta-feira,Ponte Preta,Avaí,Ponte Preta,Moisés Lucarelli,2,0,SP,SC,SP
19,2015-08-15,18h30,Sábado,Athlético-PR,Santos,-,Arena da Baixada,0,0,PR,SP,-
19,2015-08-15,18h30,Sábado,Vasco,Coritiba,Coritiba,Maracanã,0,1,RJ,PR,PR
19,2015-08-15,21h00,Sábado,São Paulo,Goiás,Goiás,Morumbi,0,3,SP,GO,GO
19,2015-08-16,16h00,Domingo,Cruzeiro,Internacional,-,Mineirão,0,0,MG,RS,-
19,2015-08-16,16h00,Domingo,Sport,Ponte Preta,-,Ilha do Retiro,1,1,PE,SP,-
19,2015-08-16,18h30,Domingo,Chapecoense,Atlético-MG,Chapecoense,Arena Condá,2,1,SC,MG,SC
19,2015-08-16,16h00,Domingo,Avaí,Corinthians,Corinthians,Ressacada,1,2,SC,SP,SP
19,2015-08-16,16h00,Domingo,Fluminense,Figueirense,Fluminense,Maracanã,2,1,RJ,SC,RJ
19,2015-08-16,18h30,Domingo,Grêmio,Joinville,Grêmio,Arena do Grêmio,2,1,RS,SC,RS
19,2015-08-16,11h00,Domingo,Palmeiras,Flamengo,Palmeiras,Allianz Parque,4,2,SP,RJ,SP
20,2015-08-22,21h00,Sábado,Figueirense,Sport,Figueirense,Orlando Scarpelli,2,1,SC,PE,SC
20,2015-08-22,18h30,Sábado,Goiás,Vasco,Goiás,Serra Dourada,3,0,GO,RJ,GO
20,2015-08-22,18h30,Sábado,Santos,Avaí,Santos,Vila Belmiro,5,2,SP,SC,SP
20,2015-08-23,11h00,Domingo,Ponte Preta,Grêmio,-,Moisés Lucarelli,0,0,SP,RS,-
20,2015-08-23,18h30,Domingo,Atlético-MG,Palmeiras,Atlético-MG,Independência,2,1,MG,SP,MG
20,2015-08-23,16h00,Domingo,Corinthians,Cruzeiro,Corinthians,Arena Corinthians,3,0,SP,MG,SP
20,2015-08-23,11h00,Domingo,Coritiba,Chapecoense,Coritiba,Couto Pereira,1,0,PR,SC,PR
20,2015-08-23,16h00,Domingo,Flamengo,São Paulo,Flamengo,Maracanã,2,1,RJ,SP,RJ
20,2015-08-23,16h00,Domingo,Internacional,Athlético-PR,Internacional,Beira Rio,2,0,RS,PR,RS
20,2015-08-23,16h00,Domingo,Joinville,Fluminense,Joinville,Arena Joinville,2,1,SC,RJ,SC
21,2015-08-29,18h30,Sábado,Vasco,Figueirense,Figueirense,Maracanã,0,1,RJ,SC,SC
21,2015-08-29,21h00,Sábado,São Paulo,Ponte Preta,São Paulo,Morumbi,3,0,SP,SP,SP
21,2015-08-30,11h00,Domingo,Grêmio,Coritiba,-,Arena do Grêmio,0,0,RS,PR,-
21,2015-08-30,16h00,Domingo,Fluminense,Atlético-MG,Atlético-MG,Maracanã,1,2,RJ,MG,MG
21,2015-08-30,18h30,Domingo,Athlético-PR,Goiás,Athlético-PR,Arena da Baixada,3,0,PR,GO,PR
21,2015-08-30,11h00,Domingo,Avaí,Internacional,Avaí,Ressacada,3,0,SC,RS,SC
21,2015-08-30,16h00,Domingo,Chapecoense,Corinthians,Corinthians,Arena Condá,1,3,SC,SP,SP
21,2015-08-30,16h00,Domingo,Sport,Flamengo,Flamengo,Arena Pernambuco,0,1,PE,RJ,RJ
21,2015-08-30,16h00,Domingo,Palmeiras,Joinville,Palmeiras,Allianz Parque,3,2,SP,SC,SP
21,2015-08-30,18h30,Domingo,Cruzeiro,Santos,Santos,Mineirão,0,1,MG,SP,SP
22,2015-09-02,19h30,Quarta-feira,Joinville,São Paulo,-,Arena Joinville,0,0,SC,SP,-
22,2015-09-02,22h00,Quarta-feira,Coritiba,Sport,-,Couto Pereira,0,0,PR,PE,-
22,2015-09-02,21h00,Quarta-feira,Atlético-MG,Athlético-PR,Athlético-PR,Independência,0,1,MG,PR,PR
22,2015-09-02,22h00,Quarta-feira,Corinthians,Fluminense,Corinthians,Arena Corinthians,2,0,SP,RJ,SP
22,2015-09-02,19h30,Quarta-feira,Ponte Preta,Cruzeiro,Cruzeiro,Moisés Lucarelli,1,2,SP,MG,MG
22,2015-09-02,21h00,Quarta-feira,Flamengo,Avaí,Flamengo,Arena das Dunas,3,0,RJ,SC,RJ
22,2015-09-02,22h00,Quarta-feira,Goiás,Palmeiras,Goiás,Serra Dourada,1,0,GO,SP,GO
22,2015-09-02,19h30,Quarta-feira,Internacional,Vasco,Internacional,Beira Rio,6,0,RS,RJ,RS
22,2015-09-03,21h00,Quinta-feira,Figueirense,Grêmio,Grêmio,Orlando Scarpelli,0,2,SC,RS,RS
22,2015-09-03,19h30,Quinta-feira,Santos,Chapecoense,Santos,Vila Belmiro,3,1,SP,SC,SP
23,2015-09-05,21h00,Sábado,Athlético-PR,Joinville,-,Arena da Baixada,0,0,PR,SC,-
23,2015-09-05,19h30,Sábado,Vasco,Atlético-MG,Atlético-MG,Maracanã,1,2,RJ,MG,MG
23,2015-09-05,19h30,Sábado,São Paulo,Internacional,São Paulo,Morumbi,2,0,SP,RS,SP
23,2015-09-06,16h00,Domingo,Palmeiras,Corinthians,-,Allianz Parque,3,3,SP,SP,-
23,2015-09-06,11h00,Domingo,Chapecoense,Ponte Preta,-,Arena Condá,0,0,SC,SP,-
23,2015-09-06,18h30,Domingo,Sport,Santos,-,Ilha do Retiro,1,1,PE,SP,-
23,2015-09-06,16h00,Domingo,Avaí,Coritiba,Coritiba,Ressacada,0,2,SC,PR,PR
23,2015-09-06,11h00,Domingo,Cruzeiro,Figueirense,Cruzeiro,Mineirão,5,1,MG,SC,MG
23,2015-09-06,16h00,Domingo,Fluminense,Flamengo,Flamengo,Maracanã,1,3,RJ,RJ,RJ
23,2015-09-06,16h00,Domingo,Grêmio,Goiás,Grêmio,Arena do Grêmio,2,1,RS,GO,RS
24,2015-09-09,21h00,Quarta-feira,Figueirense,Athlético-PR,-,Orlando Scarpelli,1,1,SC,PR,-
24,2015-09-09,22h00,Quarta-feira,Coritiba,Fluminense,-,Couto Pereira,1,1,PR,RJ,-
24,2015-09-09,22h00,Quarta-feira,Corinthians,Grêmio,-,Arena Corinthians,1,1,SP,RS,-
24,2015-09-09,19h30,Quarta-feira,Atlético-MG,Avaí,Atlético-MG,Independência,2,0,MG,SC,MG
24,2015-09-09,19h30,Quarta-feira,Internacional,Palmeiras,Internacional,Beira Rio,1,0,RS,SP,RS
24,2015-09-09,22h00,Quarta-feira,Santos,São Paulo,Santos,Vila Belmiro,3,0,SP,SP,SP
24,2015-09-09,19h30,Quarta-feira,Ponte Preta,Vasco,Vasco,Moisés Lucarelli,0,1,SP,RJ,RJ
24,2015-09-10,21h00,Quinta-feira,Joinville,Chapecoense,-,Arena Joinville,0,0,SC,SC,-
24,2015-09-10,21h00,Quinta-feira,Flamengo,Cruzeiro,Flamengo,Maracanã,2,0,RJ,MG,RJ
24,2015-09-10,19h30,Quinta-feira,Goiás,Sport,Goiás,Serra Dourada,1,0,GO,PE,GO
25,2015-09-12,18h30,Sábado,Coritiba,Internacional,Internacional,Couto Pereira,0,1,PR,RS,RS
25,2015-09-12,21h00,Sábado,Palmeiras,Figueirense,Palmeiras,Allianz Parque,2,0,SP,SC,SP
25,2015-09-13,16h00,Domingo,Cruzeiro,Atlético-MG,-,Mineirão,1,1,MG,MG,-
25,2015-09-13,18h30,Domingo,Avaí,Goiás,Avaí,Ressacada,2,1,SC,GO,SC
25,2015-09-13,11h00,Domingo,Corinthians,Joinville,Corinthians,Arena Corinthians,3,0,SP,SC,SP
25,2015-09-13,16h00,Domingo,Chapecoense,Flamengo,Flamengo,Arena Condá,1,3,SC,RJ,RJ
25,2015-09-13,11h00,Domingo,Ponte Preta,Santos,Ponte Preta,Moisés Lucarelli,3,1,SP,SP,SP
25,2015-09-13,16h00,Domingo,Grêmio,São Paulo,São Paulo,Arena do Grêmio,1,2,RS,SP,SP
25,2015-09-13,18h30,Domingo,Sport,Fluminense,Sport,Arena Pernambuco,1,0,PE,RJ,PE
25,2015-09-13,16h00,Domingo,Vasco,Athlético-PR,Vasco,Maracanã,2,0,RJ,PR,RJ
26,2015-09-16,19h30,Quarta-feira,Joinville,Sport,-,Arena Joinville,1,1,SC,PE,-
26,2015-09-16,22h00,Quarta-feira,Cruzeiro,Vasco,-,Mineirão,2,2,MG,RJ,-
26,2015-09-16,21h00,Quarta-feira,Figueirense,Avaí,Avaí,Orlando Scarpelli,0,1,SC,SC,SC
26,2015-09-16,21h00,Quarta-feira,Athlético-PR,Grêmio,Grêmio,Couto Pereira,1,2,PR,RS,RS
26,2015-09-16,22h00,Quarta-feira,Internacional,Corinthians,Internacional,Beira Rio,2,1,RS,SP,RS
26,2015-09-16,19h30,Quarta-feira,Fluminense,Palmeiras,Palmeiras,Maracanã,1,4,RJ,SP,SP
26,2015-09-16,19h30,Quarta-feira,Goiás,Ponte Preta,Ponte Preta,Serra Dourada,1,2,GO,SP,SP
26,2015-09-16,22h00,Quarta-feira,Santos,Atlético-MG,Santos,Vila Belmiro,4,0,SP,MG,SP
26,2015-09-17,19h30,Quinta-feira,São Paulo,Chapecoense,-,Morumbi,0,0,SP,SC,-
26,2015-09-17,21h00,Quinta-feira,Flamengo,Coritiba,Coritiba,Mané Garrincha,0,2,RJ,PR,PR
27,2015-09-19,18h30,Sábado,Internacional,Figueirense,-,Beira Rio,1,1,RS,SC,-
27,2015-09-19,18h30,Sábado,Palmeiras,Grêmio,Palmeiras,Pacaembu,3,2,SP,RS,SP
27,2015-09-19,21h00,Sábado,Ponte Preta,Fluminense,Ponte Preta,Moisés Lucarelli,3,1,SP,RJ,SP
27,2015-09-20,16h00,Domingo,Atlético-MG,Flamengo,Atlético-MG,Independência,4,1,MG,RJ,MG
27,2015-09-20,16h00,Domingo,Avaí,São Paulo,Avaí,Ressacada,2,1,SC,SP,SC
27,2015-09-20,11h00,Domingo,Corinthians,Santos,Corinthians,Arena Corinthians,2,0,SP,SP,SP
27,2015-09-20,18h30,Domingo,Coritiba,Athlético-PR,Coritiba,Couto Pereira,2,0,PR,PR,PR
27,2015-09-20,18h30,Domingo,Chapecoense,Cruzeiro,Cruzeiro,Arena Condá,0,2,SC,MG,MG
27,2015-09-20,11h00,Domingo,Goiás,Joinville,Goiás,Serra Dourada,3,0,GO,SC,GO
27,2015-09-20,16h00,Domingo,Vasco,Sport,Vasco,Maracanã,2,1,RJ,PE,RJ
28,2015-09-26,18h30,Sábado,Fluminense,Goiás,Fluminense,Maracanã,2,0,RJ,GO,RJ
28,2015-09-26,21h00,Sábado,Grêmio,Avaí,Grêmio,Arena do Grêmio,3,1,RS,SC,RS
28,2015-09-27,16h00,Domingo,Joinville,Atlético-MG,-,Arena Joinville,2,2,SC,MG,-
28,2015-09-27,16h00,Domingo,São Paulo,Palmeiras,-,Morumbi,1,1,SP,SP,-
28,2015-09-27,16h00,Domingo,Figueirense,Corinthians,Corinthians,Orlando Scarpelli,1,3,SC,SP,SP
28,2015-09-27,18h30,Domingo,Cruzeiro,Coritiba,Cruzeiro,Mineirão,2,0,MG,PR,MG
28,2015-09-27,11h00,Domingo,Athlético-PR,Ponte Preta,Ponte Preta,Arena da Baixada,1,2,PR,SP,SP
28,2015-09-27,11h00,Domingo,Santos,Internacional,Santos,Vila Belmiro,3,1,SP,RS,SP
28,2015-09-27,18h30,Domingo,Sport,Chapecoense,Sport,Ilha do Retiro,3,0,PE,SC,PE
28,2015-09-27,16h00,Domingo,Flamengo,Vasco,Vasco,Maracanã,1,2,RJ,RJ,RJ
29,2015-10-03,18h30,Sábado,Coritiba,Atlético-MG,Atlético-MG,Couto Pereira,0,3,PR,MG,MG
29,2015-10-03,18h30,Sábado,Internacional,Sport,Internacional,Beira Rio,2,1,RS,PE,RS
29,2015-10-03,21h00,Sábado,São Paulo,Athlético-PR,São Paulo,Morumbi,1,0,SP,PR,SP
29,2015-10-04,16h00,Domingo,Ponte Preta,Corinthians,-,Moisés Lucarelli,2,2,SP,SP,-
29,2015-10-04,16h00,Domingo,Cruzeiro,Grêmio,-,Mineirão,0,0,MG,RS,-
29,2015-10-04,11h00,Domingo,Avaí,Vasco,-,Ressacada,1,1,SC,RJ,-
29,2015-10-04,18h30,Domingo,Chapecoense,Palmeiras,Chapecoense,Arena Condá,5,1,SC,SP,SC
29,2015-10-04,16h00,Domingo,Goiás,Figueirense,Figueirense,Serra Dourada,2,3,GO,SC,SC
29,2015-10-04,11h00,Domingo,Flamengo,Joinville,Flamengo,Maracanã,2,0,RJ,SC,RJ
29,2015-10-04,16h00,Domingo,Santos,Fluminense,Santos,Vila Belmiro,3,1,SP,RJ,SP
30,2015-10-14,22h00,Quarta-feira,Athlético-PR,Cruzeiro,-,Arena da Baixada,2,2,PR,MG,-
30,2015-10-14,19h30,Quarta-feira,Atlético-MG,Internacional,Atlético-MG,Independência,2,1,MG,RS,MG
30,2015-10-14,21h00,Quarta-feira,Figueirense,Flamengo,Figueirense,Orlando Scarpelli,3,0,SC,RJ,SC
30,2015-10-14,22h00,Quarta-feira,Fluminense,São Paulo,Fluminense,Maracanã,2,0,RJ,SP,RJ
30,2015-10-14,21h00,Quarta-feira,Joinville,Coritiba,Joinville,Arena Joinville,3,1,SC,PR,SC
30,2015-10-14,21h00,Quarta-feira,Palmeiras,Ponte Preta,Ponte Preta,Allianz Parque,0,1,SP,SP,SP
30,2015-10-14,19h30,Quarta-feira,Sport,Avaí,Sport,Ilha do Retiro,3,0,PE,SC,PE
30,2015-10-15,19h30,Quinta-feira,Vasco,Chapecoense,-,Maracanã,1,1,RJ,SC,-
30,2015-10-15,19h30,Quinta-feira,Corinthians,Goiás,Corinthians,Arena Corinthians,3,0,SP,GO,SP
30,2015-10-15,21h00,Quinta-feira,Grêmio,Santos,Grêmio,Arena do Grêmio,1,0,RS,SP,RS
31,2015-10-17,21h00,Sábado,Joinville,Figueirense,Joinville,Arena Joinville,1,0,SC,SC,SC
31,2015-10-17,18h30,Sábado,Avaí,Palmeiras,Palmeiras,Ressacada,1,3,SC,SP,SP
31,2015-10-18,16h00,Domingo,São Paulo,Vasco,-,Morumbi,2,2,SP,RJ,-
31,2015-10-18,17h00,Domingo,Grêmio,Chapecoense,Chapecoense,Arena do Grêmio,2,3,RS,SC,SC
31,2015-10-18,16h00,Domingo,Athlético-PR,Corinthians,Corinthians,Arena da Baixada,1,4,PR,SP,SP
31,2015-10-18,11h00,Domingo,Cruzeiro,Fluminense,Cruzeiro,Mineirão,2,0,MG,RJ,MG
31,2015-10-18,16h00,Domingo,Flamengo,Internacional,Internacional,Maracanã,0,1,RJ,RS,RS
31,2015-10-18,11h00,Domingo,Ponte Preta,Coritiba,Ponte Preta,Moisés Lucarelli,3,0,SP,PR,SP
31,2015-10-18,17h00,Domingo,Santos,Goiás,Santos,Vila Belmiro,3,1,SP,GO,SP
31,2015-10-18,18h30,Domingo,Sport,Atlético-MG,Sport,Ilha do Retiro,4,1,PE,MG,PE
32,2015-10-24,18h30,Sábado,Figueirense,Santos,-,Orlando Scarpelli,0,0,SC,SP,-
32,2015-10-24,17h00,Sábado,Fluminense,Athlético-PR,Athlético-PR,Maracanã,0,1,RJ,PR,PR
32,2015-10-24,18h30,Sábado,Internacional,Joinville,Internacional,Beira Rio,1,0,RS,SC,RS
32,2015-10-24,21h00,Sábado,Palmeiras,Sport,Sport,Pacaembu,0,2,SP,PE,PE
32,2015-10-25,17h00,Domingo,Chapecoense,Avaí,-,Arena Condá,0,0,SC,SC,-
32,2015-10-25,17h00,Domingo,Vasco,Grêmio,-,Maracanã,0,0,RJ,RS,-
32,2015-10-25,18h30,Domingo,Atlético-MG,Ponte Preta,Atlético-MG,Independência,2,1,MG,SP,MG
32,2015-10-25,17h00,Domingo,Corinthians,Flamengo,Corinthians,Arena Corinthians,1,0,SP,RJ,SP
32,2015-10-25,18h00,Domingo,Goiás,Cruzeiro,Cruzeiro,Serra Dourada,0,1,GO,MG,MG
32,2015-10-25,17h00,Domingo,Coritiba,São Paulo,São Paulo,Couto Pereira,1,2,PR,SP,SP
33,2015-10-31,19h30,Sábado,Avaí,Cruzeiro,-,Ressacada,1,1,SC,MG,-
33,2015-10-31,21h00,Sábado,Coritiba,Figueirense,-,Couto Pereira,1,1,PR,SC,-
33,2015-10-31,19h30,Sábado,Ponte Preta,Joinville,Ponte Preta,Moisés Lucarelli,1,0,SP,SC,SP
33,2015-10-31,17h00,Sábado,São Paulo,Sport,São Paulo,Morumbi,3,0,SP,PE,SP
33,2015-11-01,17h00,Domingo,Chapecoense,Athlético-PR,-,Arena Condá,0,0,SC,PR,-
33,2015-11-01,17h00,Domingo,Atlético-MG,Corinthians,Corinthians,Independência,0,3,MG,SP,SP
33,2015-11-01,18h00,Domingo,Vasco,Fluminense,Fluminense,Engenhão,0,1,RJ,RJ,RJ
33,2015-11-01,19h30,Domingo,Goiás,Internacional,Goiás,Serra Dourada,2,1,GO,RS,GO
33,2015-11-01,17h00,Domingo,Grêmio,Flamengo,Grêmio,Arena do Grêmio,2,0,RS,RJ,RS
33,2015-11-01,17h00,Domingo,Santos,Palmeiras,Santos,Vila Belmiro,2,1,SP,SP,SP
34,2015-11-07,19h30,Sábado,Athlético-PR,Avaí,Athlético-PR,Arena da Baixada,2,1,PR,SC,PR
34,2015-11-07,21h00,Sábado,Fluminense,Chapecoense,Chapecoense,Maracanã,2,3,RJ,SC,SC
34,2015-11-07,19h30,Sábado,Corinthians,Coritiba,Corinthians,Arena Corinthians,2,1,SP,PR,SP
34,2015-11-07,17h00,Sábado,Internacional,Ponte Preta,Internacional,Beira Rio,1,0,RS,SP,RS
34,2015-11-08,18h00,Domingo,Joinville,Santos,-,Arena Joinville,0,0,SC,SP,-
34,2015-11-08,17h00,Domingo,Figueirense,Atlético-MG,Atlético-MG,Orlando Scarpelli,0,1,SC,MG,MG
34,2015-11-08,17h00,Domingo,Cruzeiro,São Paulo,Cruzeiro,Mineirão,2,1,MG,SP,MG
34,2015-11-08,17h00,Domingo,Flamengo,Goiás,Flamengo,Maracanã,4,1,RJ,GO,RJ
34,2015-11-08,19h30,Domingo,Sport,Grêmio,Sport,Ilha do Retiro,1,0,PE,RS,PE
34,2015-11-08,17h00,Domingo,Palmeiras,Vasco,Vasco,Allianz Parque,0,2,SP,RJ,RJ
35,2015-11-15,17h00,Domingo,Cruzeiro,Sport,Cruzeiro,Mineirão,3,0,MG,PE,MG
35,2015-11-18,21h00,Quarta-feira,Athlético-PR,Palmeiras,-,Arena da Baixada,3,3,PR,SP,-
35,2015-11-18,21h00,Quarta-feira,Avaí,Joinville,Avaí,Ressacada,2,1,SC,SC,SC
35,2015-11-18,19h30,Quarta-feira,Goiás,Coritiba,Coritiba,Serra Dourada,1,3,GO,PR,PR
35,2015-11-18,21h00,Quarta-feira,Ponte Preta,Figueirense,Figueirense,Moisés Lucarelli,0,1,SP,SC,SC
35,2015-11-19,22h00,Quinta-feira,VASCO,CORINTHIANS,-,São Januário,1,1,RJ,SP,-
35,2015-11-19,22h00,Quinta-feira,Santos,Flamengo,-,Vila Belmiro,0,0,SP,RJ,-
35,2015-11-19,19h30,Quinta-feira,Chapecoense,Internacional,Chapecoense,Arena Condá,1,0,SC,RS,SC
35,2015-11-19,19h30,Quinta-feira,Grêmio,Fluminense,Grêmio,Arena do Grêmio,1,0,RS,RJ,RS
35,2015-11-19,22h00,Quinta-feira,São Paulo,Atlético-MG,São Paulo,Morumbi,4,2,SP,MG,SP
36,2015-11-21,19h30,Sábado,Palmeiras,Cruzeiro,-,Allianz Parque,1,1,SP,MG,-
36,2015-11-22,19h30,Domingo,Sport,Athlético-PR,-,Ilha do Retiro,0,0,PE,PR,-
36,2015-11-22,17h00,Domingo,Figueirense,Chapecoense,-,Orlando Scarpelli,0,0,SC,SC,-
36,2015-11-22,17h00,Domingo,Atlético-MG,Goiás,-,Independência,2,2,MG,GO,-
36,2015-11-22,18h00,Domingo,Flamengo,Ponte Preta,-,Mané Garrincha,1,1,RJ,SP,-
36,2015-11-22,17h00,Domingo,Corinthians,São Paulo,Corinthians,Arena Corinthians,6,1,SP,SP,SP
36,2015-11-22,19h30,Domingo,Coritiba,Santos,Coritiba,Couto Pereira,1,0,PR,SP,PR
36,2015-11-22,19h30,Domingo,Fluminense,Avaí,Fluminense,Kléber Andrade,3,1,RJ,SC,RJ
