Rodada,Data,Horário,Dia,Mandante,Visitante,Vencedor,Arena,Mandante Placar,Visitante Placar,Estado Mandante,Estado Visitante,Estado Vencedor
11,2004-06-26,18h00,Sábado,Flamengo,Figueirense,Figueirense,Raulino de Oliveira,0,3,RJ,SC,SC
11,2004-06-26,16h00,Sábado,Criciúma,Grêmio,Grêmio,Heriberto Hulse,1,2,SC,RS,RS
11,2004-06-26,18h00,Sábado,Santos,Guarani,Santos,Pacaembu,2,1,SP,SP,SP
11,2004-06-27,16h00,Domingo,Botafogo-RJ,Fluminense,-,Maracanã,3,3,RJ,RJ,-
11,2004-06-27,18h00,Domingo,Atlético-MG,Athlético-PR,Athlético-PR,Mineirão,0,1,MG,PR,PR
11,2004-06-27,17h00,Domingo,Goiás,São Caetano,Goiás,Serra Dourada,3,2,GO,SP,GO
11,2004-06-27,16h00,Domingo,Juventude,Corinthians,Juventude,Alfredo Jaconi,1,0,RS,SP,RS
11,2004-06-27,16h00,Domingo,Palmeiras,São Paulo,Palmeiras,Pacaembu,2,1,SP,SP,SP
11,2004-06-27,16h00,Domingo,Paysandu,Vitória,Paysandu,Mangueirão,4,2,PA,ES,PA
11,2004-06-27,18h00,Domingo,Ponte Preta,Cruzeiro,Ponte Preta,Moisés Lucarelli,1,0,SP,MG,SP
11,2004-06-27,16h00,Domingo,Internacional,Vasco,Vasco,Beira Rio,1,3,RS,RJ,RJ
12,2004-07-03,18h00,Sábado,Guarani,Atlético-MG,-,Brinco de Ouro,1,1,SP,MG,-
12,2004-07-03,17h00,Sábado,Vitória,Goiás,-,Barradão,0,0,ES,GO,-
12,2004-07-03,16h00,Sábado,Figueirense,Vasco,-,Orlando Scarpelli,2,2,SC,RJ,-
12,2004-07-03,16h00,Sábado,Athlético-PR,Juventude,Athlético-PR,Arena da Baixada,4,1,PR,RS,PR
12,2004-07-03,18h00,Sábado,Fluminense,Grêmio,Fluminense,Maracanã,2,0,RJ,RS,RJ
12,2004-07-03,16h00,Sábado,Internacional,Criciúma,Internacional,Beira Rio,3,0,RS,SC,RS
12,2004-07-03,16h00,Sábado,São Paulo,Ponte Preta,São Paulo,Morumbi,2,0,SP,SP,SP
12,2004-07-04,16h00,Domingo,São Caetano,Botafogo-RJ,Botafogo-RJ,Anacleto Campanella,1,2,SP,RJ,RJ
12,2004-07-04,18h00,Domingo,Cruzeiro,Coritiba,Coritiba,Mineirão,0,3,MG,PR,PR
12,2004-07-04,18h00,Domingo,Flamengo,Paysandu,Flamengo,Raulino de Oliveira,4,1,RJ,PA,RJ
12,2004-07-04,16h00,Domingo,Paraná,Palmeiras,Palmeiras,Pinheirão,1,2,PR,SP,SP
12,2004-07-04,16h00,Domingo,Corinthians,Santos,Santos,Pacaembu,2,3,SP,SP,SP
13,2004-07-06,20h30,Terça-feira,Grêmio,Figueirense,-,Olímpico Monumental,2,2,RS,SC,-
13,2004-07-06,20h30,Terça-feira,Goiás,Fluminense,Goiás,Serra Dourada,4,0,GO,RJ,GO
13,2004-07-06,20h30,Terça-feira,São Paulo,Atlético-MG,São Paulo,Morumbi,1,0,SP,MG,SP
13,2004-07-06,20h30,Terça-feira,Vasco,Vitória,Vasco,São Januário,3,1,RJ,ES,RJ
13,2004-07-07,21h45,Quarta-feira,Criciúma,Flamengo,-,Heriberto Hulse,1,1,SC,RJ,-
13,2004-07-07,20h30,Quarta-feira,Paysandu,São Caetano,-,Mangueirão,0,0,PA,SP,-
13,2004-07-07,20h30,Quarta-feira,Botafogo-RJ,Internacional,Botafogo-RJ,Caio Martins,5,1,RJ,RS,RJ
13,2004-07-07,21h45,Quarta-feira,Coritiba,Corinthians,Corinthians,Couto Pereira,1,2,PR,SP,SP
13,2004-07-07,20h30,Quarta-feira,Cruzeiro,Guarani,Cruzeiro,Mineirão,2,0,MG,SP,MG
13,2004-07-07,20h30,Quarta-feira,Palmeiras,Juventude,Palmeiras,Parque Antártica,4,1,SP,RS,SP
13,2004-07-07,20h30,Quarta-feira,Paraná,Athlético-PR,Paraná,Pinheirão,1,0,PR,PR,PR
13,2004-07-07,21h45,Quarta-feira,Ponte Preta,Santos,Santos,Moisés Lucarelli,0,4,SP,SP,SP
14,2004-07-10,18h00,Sábado,Athlético-PR,Palmeiras,-,Arena da Baixada,0,0,PR,SP,-
14,2004-07-10,20h30,Sábado,Atlético-MG,Cruzeiro,Atlético-MG,Mineirão,2,0,MG,MG,MG
14,2004-07-10,18h00,Sábado,Corinthians,Paraná,Corinthians,Pacaembu,1,0,SP,PR,SP
14,2004-07-10,20h30,Sábado,Figueirense,Criciúma,Figueirense,Orlando Scarpelli,2,0,SC,SC,SC
14,2004-07-10,20h30,Sábado,Fluminense,São Caetano,Fluminense,Raulino de Oliveira,1,0,RJ,SP,RJ
14,2004-07-10,17h00,Sábado,Goiás,Paysandu,Goiás,Serra Dourada,3,2,GO,PA,GO
14,2004-07-10,16h00,Sábado,Internacional,Grêmio,Internacional,Beira Rio,2,0,RS,RS,RS
14,2004-07-10,16h00,Sábado,Juventude,Coritiba,Juventude,Alfredo Jaconi,1,0,RS,PR,RS
14,2004-07-10,15h30,Sábado,Ponte Preta,Guarani,Ponte Preta,Moisés Lucarelli,3,1,SP,SP,SP
14,2004-07-10,16h00,Sábado,Santos,São Paulo,Santos,Vila Belmiro,2,1,SP,SP,SP
14,2004-07-10,16h00,Sábado,Flamengo,Vasco,Vasco,Maracanã,0,1,RJ,RJ,RJ
14,2004-07-10,16h00,Sábado,Vitória,Botafogo-RJ,Vitória,Barradão,1,0,ES,RJ,ES
15,2004-07-13,21h45,Terça-feira,Botafogo-RJ,Palmeiras,-,Caio Martins,1,1,RJ,SP,-
15,2004-07-13,20h30,Terça-feira,Figueirense,Paraná,-,Orlando Scarpelli,0,0,SC,PR,-
15,2004-07-13,20h30,Terça-feira,São Caetano,São Paulo,-,Anacleto Campanella,0,0,SP,SP,-
15,2004-07-13,20h30,Terça-feira,Atlético-MG,Vitória,-,Independência,1,1,MG,ES,-
15,2004-07-13,20h30,Terça-feira,Athlético-PR,Goiás,Athlético-PR,Arena da Baixada,6,0,PR,GO,PR
15,2004-07-13,20h30,Terça-feira,Corinthians,Criciúma,Corinthians,Pacaembu,1,0,SP,SC,SP
15,2004-07-13,20h30,Terça-feira,Vasco,Coritiba,Coritiba,São Januário,2,3,RJ,PR,PR
15,2004-07-13,20h30,Terça-feira,Grêmio,Cruzeiro,Cruzeiro,Olímpico Monumental,2,3,RS,MG,MG
15,2004-07-13,20h30,Terça-feira,Guarani,Internacional,Guarani,Brinco de Ouro,2,1,SP,RS,SP
15,2004-07-13,20h30,Terça-feira,Juventude,Fluminense,Juventude,Alfredo Jaconi,2,1,RS,RJ,RS
15,2004-07-13,20h30,Terça-feira,Paysandu,Ponte Preta,Paysandu,Mangueirão,3,0,PA,SP,PA
15,2004-07-13,21h45,Terça-feira,Santos,Flamengo,Santos,Vila Belmiro,2,0,SP,RJ,SP
16,2004-07-17,16h00,Sábado,Vitória,Corinthians,-,Barradão,1,1,ES,SP,-
16,2004-07-17,20h30,Sábado,Coritiba,Paysandu,-,Couto Pereira,1,1,PR,PA,-
16,2004-07-17,20h30,Sábado,Criciúma,Atlético-MG,Criciúma,Heriberto Hulse,4,2,SC,MG,SC
16,2004-07-17,16h00,Sábado,Cruzeiro,Botafogo-RJ,Cruzeiro,Mineirão,3,2,MG,RJ,MG
16,2004-07-17,18h00,Sábado,Fluminense,Santos,Fluminense,Maracanã,1,0,RJ,SP,RJ
16,2004-07-17,17h00,Sábado,Goiás,Guarani,Goiás,Serra Dourada,2,0,GO,SP,GO
16,2004-07-17,16h00,Sábado,Internacional,Athlético-PR,Internacional,Beira Rio,6,0,RS,PR,RS
16,2004-07-17,18h00,Sábado,Flamengo,Juventude,Juventude,Raulino de Oliveira,0,1,RJ,RS,RS
16,2004-07-17,16h00,Sábado,Palmeiras,Grêmio,Palmeiras,Parque Antártica,2,0,SP,RS,SP
16,2004-07-17,20h30,Sábado,Ponte Preta,Vasco,Ponte Preta,Moisés Lucarelli,3,2,SP,RJ,SP
16,2004-07-17,16h00,Sábado,Paraná,São Caetano,São Caetano,Pinheirão,0,1,PR,SP,SP
16,2004-07-17,20h30,Sábado,São Paulo,Figueirense,São Paulo,Morumbi,2,1,SP,SC,SP
17,2004-07-20,20h30,Terça-feira,Figueirense,Coritiba,-,Orlando Scarpelli,1,1,SC,PR,-
17,2004-07-20,20h30,Terça-feira,Corinthians,Internacional,-,Pacaembu,0,0,SP,RS,-
17,2004-07-20,21h45,Terça-feira,Athlético-PR,Fluminense,Athlético-PR,Arena da Baixada,4,1,PR,RJ,PR
17,2004-07-20,21h45,Terça-feira,Botafogo-RJ,São Paulo,Botafogo-RJ,Caio Martins,1,0,RJ,SP,RJ
17,2004-07-20,20h30,Terça-feira,Guarani,Flamengo,Flamengo,Brinco de Ouro,0,1,SP,RJ,RJ
17,2004-07-20,20h30,Terça-feira,Atlético-MG,Goiás,Goiás,Mineirão,0,2,MG,GO,GO
17,2004-07-20,19h00,Terça-feira,Grêmio,Paraná,Grêmio,Olímpico Monumental,4,0,RS,PR,RS
17,2004-07-20,20h30,Terça-feira,Juventude,Vitória,Juventude,Alfredo Jaconi,3,2,RS,ES,RS
17,2004-07-20,20h30,Terça-feira,Paysandu,Palmeiras,Paysandu,Mangueirão,1,0,PA,SP,PA
17,2004-07-20,20h30,Terça-feira,São Caetano,Ponte Preta,Ponte Preta,Anacleto Campanella,0,1,SP,SP,SP
17,2004-07-20,21h45,Terça-feira,Santos,Criciúma,Santos,Vila Belmiro,5,2,SP,SC,SP
17,2004-07-20,20h30,Terça-feira,Vasco,Cruzeiro,Vasco,São Januário,3,2,RJ,MG,RJ
18,2004-07-24,18h00,Sábado,Flamengo,Atlético-MG,-,Raulino de Oliveira,0,0,RJ,MG,-
18,2004-07-24,20h30,Sábado,Palmeiras,Figueirense,-,Parque Antártica,0,0,SP,SC,-
18,2004-07-24,20h30,Sábado,Goiás,Santos,-,Serra Dourada,3,3,GO,SP,-
